name,platform,year_of_release,genre,publisher,developer
DreamWorks Super Star Kartz,X360,2011,Racing,Activision,Activision
Earth Defense Force 4.1: The Shadow of New Despair,PS4,2015,Shooter,Xseed Games,Sandlot
Legend of Kay,DS,2010,Action,JoWood Productions,Firehazard Studio
Shonen Jump's Shaman King: Legacy of the Spirits - Soaring Hawk/Sprinting Wolf,GBA,2005,Action,Konami Digital Entertainment,
Bubble Bobble: Old & New,GBA,2002,Puzzle,Empire Interactive,
Speed,Wii,2010,Racing,Unknown,Zoo Games
Naruto Shippuden: Gekito Ninja Taisen! Special,Wii,2010,Fighting,Takara Tomy,
Jissen Pachislot Secrets! Fist of the North Star F - Seikimatsu Kyuuseishu Densetsu,PS3,2012,Action,Sega,
Kekkon: Marriage,SAT,1995,Adventure,Shogakukan,
KimiKiss,PS2,2006,Adventure,Enterbrain,
Nicola Kanshuu: Model * Oshare Audition 2,3DS,2011,Action,Alchemist,
Cold Fear,XB,2005,Action,Ubisoft,Darkworks
Imagine: Gymnast,DS,2008,Simulation,Ubisoft,Ubisoft
Hisshou Pachinko*Pachi-Slot Kouryaku Series Portable Vol. 1: Shinseiki Evangelion - Tamashii no Kiseki,PSP,2010,Misc,D3Publisher,
Challenge Me: Brain Puzzles,DS,2009,Puzzle,Oxygen Interactive,Oxygen Interactive
Shining Force Feather,DS,2009,Strategy,Sega,
The Technomancer,PS4,2016,Role-Playing,Focus Home Interactive,Spiders
Kurupoto Cool Cool Stars,DS,2007,Action,Starfish,Starfish SD
Attack on Titan (KOEI),PS3,2016,Action,Tecmo Koei,
Cocoto Kart Racer,Wii,2008,Racing,Conspiracy Entertainment,Neko Entertainment
Mobile Suit Gundam 00: Gundam Meisters,PS2,2008,Action,Namco Bandai Games,
Imagine: Cheerleader,DS,2009,Simulation,Ubisoft,1st Playable Productions
Nazotoki Battle Tore! Densetsu no Makyuu o Fukkatsu Saseyo! ,3DS,2014,Action,Namco Bandai Games,
Theme Park,DS,2007,Simulation,Electronic Arts,EA Japan Studio
Call of Cthulhu: Dark Corners of the Earth,XB,2005,Adventure,Take-Two Interactive,Headfirst Productions
The Great Escape,XB,2003,Action,SCi,Pivotal Games
Blur,PC,2010,Racing,Activision,Bizarre Creations
Super Robot Wars OG Saga Masou Kishin F: Coffin of the End,PS3,2014,Strategy,Namco Bandai Games,
The Next BIG Thing,PC,2011,Adventure,Focus Home Interactive,Pendulo Studios
Metal Gear Solid: Social Ops,PS2,2002,Action,Konami Digital Entertainment,
Minna no DS Seminar: Kanpeki Eitango Ryoku,DS,2006,Misc,TDK Core,
Kirarin * Revolution: Minna de Odorou Furi Furi Debut!,DS,2008,Simulation,Konami Digital Entertainment,
PenPen TriIceLon,DC,1998,Racing,Infogrames,
Salt Lake 2002,GBA,2002,Sports,Ubisoft,DC Studios
SBK 2011: FIM Superbike World Championship,X360,2011,Racing,Black Bean Games,
DropCast,DS,2008,Puzzle,THQ,Mikoishi
Alien Syndrome,Wii,2007,Role-Playing,Sega,Totally Games
Vexx,GC,2003,Platform,Acclaim Entertainment,Acclaim
Crazy Chicken Tales,Wii,2009,Action,Conspiracy Entertainment,Conspiracy Entertainment
Hagane no Renkinjutsushi - Fullmetal Alchemist: Yakusoku no Hi e,PSP,2010,Action,Namco Bandai Games,
Mega Man Battle Network 5: Double Team DS (US sales),DS,2005,Role-Playing,Nintendo,
Attack on Titan (KOEI),XOne,2016,Action,Tecmo Koei,
Batman: Rise of Sin Tzu,GC,2003,Action,Ubisoft,Ubisoft Montreal
Secret Files: Tunguska,Wii,2008,Adventure,Koch Media,"10tacle Studios, Fusionsphere Systems"
EverQuest II: Destiny of Velious,PC,2011,Role-Playing,Sony Online Entertainment,Sony Online Entertainment
Unreal Tournament III,PC,2007,Shooter,Midway Games,Epic Games
Disney Sports Skateboarding,GC,2002,Sports,Konami Digital Entertainment,KCEO
Summon Night 6: Lost Borders,PSV,2016,Action,Namco Bandai Games,Media Vision
Summon Night 2,DS,2008,Role-Playing,Namco Bandai Games,
Chou Soujuu Mecha MG,DS,N/A,Simulation,N/A,
Pro Evolution Soccer 2012,PS2,2011,Action,Konami Digital Entertainment,Konami
Grey's Anatomy: The Video Game,Wii,2009,Adventure,Ubisoft,Longtail Studios
Terminator 3: The Redemption,XB,2004,Shooter,Atari,Paradigm Entertainment
Arkanoid DS,DS,2007,Puzzle,Square Enix,Taito Corporation
Call of Duty 2,PC,2005,Shooter,Activision,Infinity Ward
Big Bang Mini,DS,2009,Shooter,SouthPeak Games,Arkedo Studio
Rurouni Kenshin: Meiji Kenyaku Romantan - Kansen,PSP,2012,Action,Namco Bandai Games,
Chevrolet Camaro: Wild Ride,Wii,2010,Racing,Storm City Games,CokeM Interactive
Genkai Tokki: Moero Crystal,PSV,2015,Role-Playing,Compile Heart,
Project Setsuna,PS4,2016,Role-Playing,Square Enix,
Serious Sam II,XB,2005,Shooter,Take-Two Interactive,Croteam
Neon Genesis Evangelion,N64,1999,Adventure,Namco Bandai Games,
Song of the Deep,XOne,2016,Action,Insomniac Games,Insomniac Games
JoJo's Bizarre Adventure: All Star Battle,3DS,2012,Fighting,Take-Two Interactive,
Digimon All-Star Rumble,X360,2014,Fighting,Namco Bandai Games,Prope
The Legend of Heroes VII: The Trail of Blue,PSV,2014,Role-Playing,Nihon Falcom Corporation,
MotoGP 10/11,X360,2011,Racing,Capcom,Monumental Games
Cabela's Big Game Hunter (2008),X360,2007,Sports,Activision Value,FUN Labs
Dead Rising 2: Off the Record,PC,2011,Action,Capcom,Capcom Vancouver
Flipnic: Ultimate Pinball,PS2,2003,Misc,Ubisoft,SCEI
ICO,PS3,2011,Action,Sony Computer Entertainment,Bluepoint Games
Eigo de Tabisuru: Little Charo,DS,2011,Misc,Nintendo,
World Series of Poker 2008: Battle for the Bracelets,DS,2007,Misc,Activision,Farmind Ltd
NBA Hangtime,PS,1996,Sports,Midway Games,
Busy Scissors,DS,2010,Simulation,Little Orbit,Little Orbit
Dreamer Series: Zoo Keeper,DS,2010,Simulation,DreamCatcher Interactive,
D.C. II P.S.: Da Capo II Plus Situation,PS2,2008,Adventure,Kadokawa Shoten,
The Witcher,PC,2007,Role-Playing,Atari,CD Projekt Red Studio
Mike Piazza's Strike Zone,N64,1998,Sports,GT Interactive,
Bust-A-Move '99,N64,1998,Puzzle,Acclaim Entertainment,
Star Soldier: Vanishing Earth,N64,1998,Shooter,Hudson Entertainment,
Top Gear Hyper-Bike,N64,1999,Racing,Kemco,
Brunswick Circuit Pro Bowling,N64,1999,Sports,THQ,
Olympic Hockey 98,N64,1998,Sports,GT Interactive,
CyberTiger,N64,2000,Sports,Electronic Arts,
Polaris SnoCross,N64,2000,Racing,Vatical Entertainment,
Penny Racers,N64,1998,Racing,THQ,
S.C.A.R.S,N64,1998,Racing,Ubisoft,
Another Code R: A Journey into Lost Memories,Wii,2009,Adventure,Nintendo,Cing
Virtual Chess 64,N64,1998,Misc,Titus,
Marvel Super Heroes,SAT,1997,Fighting,Capcom,
Worms Blast,GC,2002,Puzzle,Ubisoft,Team 17
Atelier Sophie: The Alchemist of the Mysterious Book,PSV,2015,Role-Playing,Tecmo Koei,Gust
Prinny: Can I Really Be The Hero? (US sales),PSP,N/A,Action,N/A,
Keiba Eight Special,SNES,1993,Sports,Misawa,
Coded Arms: Contagion,PSP,2007,Shooter,Konami Digital Entertainment,Creat Studios
Foster's Home for Imaginary Friends: Imagination Invaders,DS,2007,Adventure,Midway Games,Sensory Sweep
Smile PreCure! Let's Go! Marchen World,3DS,2012,Action,Namco Bandai Games,
S.T.A.L.K.E.R.: Call of Pripyat,PC,2009,Shooter,Namco Bandai Games,GSC Game World
IHRA Professional Drag Racing 2005,XB,2004,Racing,Bethesda Softworks,Bethesda Softworks
Tokyo Xtreme Racer Advance,GBA,2005,Racing,Crave Entertainment,David A. Palmer Productions
Doraemon: Nobita no Uchuu Eiyuuki,3DS,2015,Action,FuRyu,
Disney's Kim Possible: Global Gemini,DS,2007,Platform,Disney Interactive Studios,Artificial Mind and Movement
Rock Blast,DS,2008,Puzzle,UFO Interactive,UFO Interactive
I Love Beauty: Hollywood Makeover,DS,2009,Misc,City Interactive,City Interactive
A New Beginning,PC,2010,Adventure,Deep Silver,
World Cup of Pool,DS,2009,Sports,Midas Interactive Entertainment,Midas Interactive Entertainment
Santa Claus Is Comin' to Town!,Wii,2011,Puzzle,Crave Entertainment,1st Playable Productions
Create,PC,2010,Action,Electronic Arts,EA Bright Light
MLB Power Pros 2008,DS,2008,Sports,Take-Two Interactive,Konami
Combat Elite: WWII Paratroopers,PS2,N/A,Shooter,Unknown,BattleBorne
Power Pro Success Legends,PSP,2010,Sports,Konami Digital Entertainment,
Killer Loop,PS,1999,Racing,Crave Entertainment,
Cabela's Dangerous Hunts: Ultimate Challenge,PSP,2006,Sports,Activision Value,FUN Labs
Little League World Series Baseball 2008,DS,2008,Sports,Activision,Black Lantern Studios
Worldwide Soccer,SAT,1994,Sports,Sega,
Toriko: Gourmet Battle!,3DS,2013,Role-Playing,Namco Bandai Games,
Tony Hawk's Pro Skater 5,PS3,2015,Sports,Activision,Robomodo
Showtime Championship Boxing,DS,2007,Fighting,Zoo Digital Publishing,Nikitova Games
Commandos: Strike Force,PS2,2006,Shooter,Eidos Interactive,Pyro Studios
Mobile Suit Gundam: Gundam vs. Zeta Gundam,PS2,2004,Shooter,Namco Bandai Games,Capcom
Puzzler Collection,Wii,2008,Puzzle,Ubisoft,Destination Software
Rapala Pro Fishing,GBA,2004,Sports,Zoo Digital Publishing,Torus Games
Guilty Gear X: Advance Edition,GBA,2002,Fighting,Sammy Corporation,Arc System Works
Fate/Tiger Colosseum Upper,PSP,2008,Fighting,Capcom,
Zaidan Houjin Nippon Kanji Nouryoku Kentei Kyoukai Kounin: KanKen DS3 Deluxe,DS,2009,Misc,Rocket Company,
Warriors of the Lost Empire,PSP,2007,Role-Playing,Mercury Games,Platinum Egg
Pop Cutie! Street Fashion Simulation,DS,2008,Simulation,Tecmo Koei,
Ford Racing 3,GBA,2005,Racing,Zoo Digital Publishing,Visual Impact
Culdcept Revolt,3DS,2016,Strategy,Nintendo,
Devil's Third,WiiU,2015,Action,Nintendo,Valhalla Game Studios
PachiPara 13: Super Umi no Pachi-Pro Fuuunroku,PS2,2006,Misc,Irem Software Engineering,
World Soccer Winning Eleven 9 (US sales),PSP,2005,Sports,Konami Digital Entertainment,
Star Trek: Tactical Assault,DS,2006,Strategy,Ubisoft,Quicksilver Software
Oddworld: Munch's Oddysee,GBA,2003,Platform,THQ,Art
Winning Post 4 Maximum,PS2,2000,Sports,Tecmo Koei,
Xiaolin Showdown,PSP,2006,Action,Konami Digital Entertainment,BottleRocket Entertainment
Exhibition Volume 5,XB,2004,Misc,Microsoft Game Studios,
Record of Lodoss War: Eiyuu Sensou,SCD,1994,Role-Playing,Sega,
Pro Yakyuu Netsu Star 2007,PS2,2007,Sports,Namco Bandai Games,
Starry ? Sky: In Summer,PSP,2010,Misc,Asgard,
Klonoa Beach Volleyball,PS,2002,Sports,Namco Bandai Games,
Melty Blood: Actress Again,PS2,2009,Fighting,Ecole,
Mahouka Koukou no Rettousei: Out of Order,PSV,2014,Adventure,Namco Bandai Games,
3D Lemmings,PS,1995,Puzzle,Psygnosis,
Hi Hi Puffy AmiYumi: Kaznapped,GBA,2005,Action,D3Publisher,
Broken Sword: The Shadow of the Templars,GBA,2002,Adventure,BAM! Entertainment,Revolution Software
Resident Evil - Code: Veronica X,GC,2003,Action,Capcom,Nex Entertainment
Corpse Party: Back to School Edition,3DS,2016,Adventure,Xseed Games,
Tenchi Muyou! Ryoukouki Gokuraku,SAT,1995,Adventure,Yumedia,
Kelly Slater's Pro Surfer,GC,2002,Sports,Activision,Treyarch
I Am In The Movie,PSP,2012,Simulation,Namco Bandai Games,
Zoo Tycoon: Complete Collection,PC,2003,Strategy,Microsoft Game Studios,Blue Fang Games
Trapt,PS2,2005,Action,Tecmo Koei,Paon Corporation
Splat Renegade Paintball,XB,2005,Sports,Take-Two Interactive,Cat Daddy Games
Lord of Magna: Maiden Heaven,3DS,2014,Role-Playing,Marvelous Entertainment,Marvelous Inc.
SpongeBob SquarePants: Plankton's Robotic Revenge,3DS,2013,Shooter,Activision,Behaviour Interactive
Metal Max 4: Gekkou no Diva,3DS,2013,Role-Playing,Kadokawa Shoten,
Magi: Aratanaru Sekai,3DS,2014,Role-Playing,Namco Bandai Games,
Worms 3D,XB,2003,Strategy,Sega,Team 17
Playmobil Knights,DS,2009,Action,Mindscape,Dreamcatcher
MXGP 2,XOne,2016,Racing,Milestone S.r.l.,
PoPoLoCrois,PSP,2005,Role-Playing,Ignition Entertainment,G-Artists
Dragon Rage,PS2,2001,Shooter,3DO,3DO
Theresia...,DS,2008,Adventure,Arc System Works,WorkJam
Sacred 2: Fallen Angel,PC,2008,Role-Playing,Ascaron Entertainment GmbH,"Ascaron Entertainment GmbH, Ascaron Entertainment"
Dance Sensation!,Wii,2010,Misc,Majesco Entertainment,
Adventure Time: The Secret of the Nameless Kingdom,X360,2014,Action,Little Orbit,WayForward
Teenage Mutant Ninja Turtles 3: Mutant Nightmare,DS,2005,Action,Konami Digital Entertainment,Konami
Raw Danger! (JP sales),PS2,2006,Action,505 Games,
Archer Maclean Presents: Pool Paradise,PS2,2004,Sports,Ignition Entertainment,
Jumper: Griffin's Story,X360,2008,Action,Eidos Interactive,Red Tribe
Tabi no Yubisashi Kaiwachou DS: DS Series 3 Kankoku,DS,2006,Misc,Nintendo,
Utawarerumono: Itsuwari no Kamen,PS4,2015,Adventure,Aqua Plus,
pro evolution soccer 2011,PC,2010,Sports,Konami Digital Entertainment,Konami
Backyard Skateboarding 2006,GBA,2004,Sports,Atari,
Syndicate,PC,1992,Strategy,Electronic Arts,
Tron 2.0: Killer App,XB,2004,Action,Disney Interactive Studios,Climax Group
Steins;Gate: Hiyoku Renri no Darling,PSP,2012,Action,5pb,
Call of Duty: The War Collection,X360,2010,Shooter,Activision,"Treyarch, Infinity Ward"
Gegege no Kitarou: Youkai Daigekisen,DS,2008,Action,Namco Bandai Games,
Dig Dug: Digging Strike,DS,2005,Puzzle,Atari,Bullets
FIFA Soccer 07,DS,2006,Sports,Electronic Arts,
Emblem of Gundam,DS,2008,Strategy,Namco Bandai Games,
The Fast and the Furious,PS2,2006,Racing,Namco Bandai Games,Eutechnyx
Satisfashion,DS,2010,Misc,Destineer,
Imagine: Resort Owner,DS,2010,Strategy,Ubisoft,Magic Pockets
G-Police: Weapons of Justice,PS,1999,Action,Psygnosis,
Paws & Claws: Pampered Pets 2,DS,2011,Simulation,THQ,
Policenauts,3DO,1995,Adventure,Konami Digital Entertainment,
All Kamen Rider: Rider Generation 2,PSP,2012,Action,Namco Bandai Games,
Killing Zone,PS,1996,Fighting,Acclaim Entertainment,
Adventures of Lolo,NES,1989,Puzzle,HAL Laboratory,
Quiz! Hexagon II,DS,2010,Misc,Namco Bandai Games,
Vampire Rain: Altered Species,PS3,2008,Action,Ignition Entertainment,Artoon
The History Channel: Battle for the Pacific,X360,2007,Shooter,Activision,Cauldron Ltd.
BlazBlue Central Fiction,PS3,2016,Fighting,PQube,Arc System Works
Racing Gears Advance,GBA,2004,Racing,Zoo Digital Publishing,"Orbital Media, Inc."
Syphon Filter: Logan's Shadow,PS2,2010,Shooter,Sony Computer Entertainment,Sony Bend
NTRA Breeders' Cup World Thoroughbred Championships,XB,2005,Simulation,Bethesda Softworks,
Mayhem 3D,PS3,2011,Racing,Evolved Games,"Left Field Productions, Zoo Games"
Daito Giken Koushiki Pachi-Slot Simulator: Shin Yoshimune,PS2,2008,Misc,Paon,
Toy Soldiers: War Chest,XOne,2015,Action,Ubisoft,Krome Studios
Tanjou S Debut,SAT,1996,Simulation,NEC Interchannel,
Inversion,X360,2012,Shooter,Namco Bandai Games,Saber Interactive
Nendoroid Generation,PSP,2012,Role-Playing,Namco Bandai Games,
Pop'n TwinBee: Rainbow Bell Adventure,SNES,1993,Platform,Konami Digital Entertainment,
Need for Speed: Shift,PC,2009,Racing,Electronic Arts,Slightly Mad Studios
Mercury Meltdown,PSP,2006,Action,Atari,Ignition Entertainment
Exist Archive: The Other Side of the Sky,PSV,2015,Role-Playing,Aksys Games,Tri-Ace
Zoo Tycoon 2,PC,2004,Strategy,Microsoft Game Studios,Blue Fang Games
Broken Helix,PS,1997,Action,Konami Digital Entertainment,
Crazy Chicken: Pharaoh's Treasure,DS,2007,Puzzle,Phenomedia,
Katekyoo Hitman Reborn! DS Fate of Heat III - Yuki no Shugosha Raishuu!,DS,2010,Role-Playing,Marvelous Interactive,
Brave: A Warrior's Tale,X360,2009,Action,SouthPeak Games,Collision Studios
Myst III: Exile,XB,2002,Adventure,Ubisoft,Presto Studios
Hajime no Ippo Portable: Victorious Spirits,PSP,2007,Fighting,Grand Prix Games,
CMT Presents: Karaoke Revolution Country,PS2,2006,Misc,Konami Digital Entertainment,Harmonix Music Systems
Katekyoo Hitman Reborn! DS: Flame Rumble Mukuro Kyoushuu,DS,2007,Fighting,Takara Tomy,
Rooms: The Main Building,Wii,2010,Adventure,Hudson Soft,Hudson Entertainment
Brave: A Warrior's Tale,Wii,2009,Action,SouthPeak Games,Collision Studios
Jumble Madness,DS,2009,Puzzle,Destineer,Anino Entertainment
Brain Quest: Grades 3 & 4,DS,2008,Misc,Electronic Arts,
Cid to Chocobo no Fushigi na Dungeon: Toki Wasure no Meikyuu DS+,DS,2008,Role-Playing,Square Enix,
Vitamin X to Z,PSP,2011,Adventure,D3Publisher,
Fatal Frame,XB,2002,Action,Tecmo Koei,Tecmo
Urban Chaos: Riot Response,PS2,2006,Shooter,Eidos Interactive,Rocksteady Studios
Tom Clancy's Ghost Recon: Advanced Warfighter,PS2,2006,Shooter,Ubisoft,Ubisoft Shanghai
Jacqueline Wilson's Tracy Beaker: The Game,DS,2009,Misc,P2 Games,
Teenage Mutant Ninja Turtles II: Back from the Sewers,GB,1991,Action,Konami Digital Entertainment,
Ivy the Kiwi?,Wii,2010,Puzzle,Rising Star Games,Prope
Resident Evil 2,GC,2003,Action,Capcom,Capcom
Honeycomb Beat,DS,2006,Puzzle,Konami Digital Entertainment,Hudson
Real Bout Garou Densetsu Special: Dominated Mind,PS,1998,Fighting,SNK,
Minna no Sukkiri,PSP,2009,Sports,Sony Computer Entertainment,
Catwoman,XB,2004,Action,Electronic Arts,EA Games
Aquarium by DS,DS,2008,Simulation,Mercury Games,
Winter Sports 2: The Next Challenge,DS,2008,Sports,RTL,49Games
Chaos Rings III,PSV,2014,Role-Playing,Square Enix,
Top Gun: Hard Lock,X360,2012,Action,505 Games,505 Games
Kamen Rider: Battride War Genesis,PS4,2016,Action,Namco Bandai Games,
Warriors Orochi 2,X360,2008,Action,Tecmo Koei,Omega Force
Mana Khemia: Alchemists of Al-Revis,PS2,2007,Role-Playing,Nippon Ichi Software,Gust
Burning Rangers,SAT,1998,Platform,Sega,
Flip's Twisted World,Wii,N/A,Platform,Unknown,"Majesco Games, Majesco"
Street Fighter V,PC,2016,Fighting,Capcom,Capcom
The Amazing Spider-Man 2 (2014),WiiU,2014,Action,Activision,
Katekyoo Hitman Reborn! DS Flame Rumble XX - Kessen! Shin 6 Chouka,DS,2010,Action,Takara Tomy,
Samurai Warriors 4: Empires,PS3,2015,Action,Tecmo Koei,Omega Force
Interplay Sports Baseball 2000,PS,1999,Sports,Interplay,
Zone of the Enders: The Fist of Mars,GBA,2001,Role-Playing,Konami Digital Entertainment,WinkySoft
Animorphs: Shattered Reality,PS,2000,Action,Infogrames,SingleTrac
Teenage Mutant Ninja Turtles: Tournament Fighters,SNES,1992,Fighting,Konami Digital Entertainment,
Eikan wa Kimini 2002: Koshien no Kodou,PS2,2002,Sports,DigiCube,
MX vs. ATV Supercross Encore,PS4,2015,Sports,Nordic Games,Rainbow Studios
Gun Showdown,PSP,2006,Action,Activision,"Rebellion, Neversoft Entertainment"
Terminator 3: Rise of the Machines,GBA,2003,Action,Atari,Taniko
Jissen Pachislot Hisshouhou! Hokuto no Ken Portable SE,PSP,2006,Misc,Sega,
G1 Jockey 2,PS2,2000,Sports,Tecmo Koei,
Tiger Woods PGA Tour 08,DS,2007,Sports,Electronic Arts,Exient Entertainment
Mobile Ops: The One Year War,X360,N/A,Simulation,Namco Bandai Games,"Dimps Corporation, Dream Execution"
Constantine,XB,2005,Action,SCi,Bits Studios
Tom Clancy's Splinter Cell: Double Agent,GC,2006,Action,Ubisoft,Ubisoft Montreal
Senritsu no Stratus,PSP,2011,Role-Playing,Konami Digital Entertainment,
Katekyoo Hitman Reborn! DS Flame Rumble X - Mirai Chou-Bakuhatsu!!,DS,2009,Fighting,Takara Tomy,
Gormiti: The Lords of Nature!,DS,2010,Adventure,Konami Digital Entertainment,
Monkey Island: Special Edition Collection,X360,2011,Adventure,Activision,
Samurai Shodown Anthology,Wii,2008,Fighting,Ignition Entertainment,SNK Playmore
S.T.A.L.K.E.R.: Shadow of Chernobyl,PC,2007,Shooter,THQ,GSC Game World
Nanostray,DS,2005,Shooter,Majesco Entertainment,Shin'en
Wantame Fortune Channel,DS,2007,Misc,Capcom,
Atari's Greatest Hits: Volume 2,DS,2011,Misc,Atari,
Evangelion: Jo,PSP,2009,Action,Namco Bandai Games,
Bleach: Blade Battlers 2nd,PS2,2007,Fighting,Sony Computer Entertainment,
Samurai Jack: The Shadow of Aku,PS2,2004,Action,Sega,Adrenium
Men in Black The Series: Crashdown,PS,2001,Shooter,Infogrames,
Kamen Rider Kabuto,PS2,2006,Action,Namco Bandai Games,
Tropico 5,X360,2014,Simulation,Kalypso Media,Haemimont
Imabikisou,PS3,2007,Adventure,Sega,
Winx Club: Quest for the Codex,DS,2006,Action,Konami Digital Entertainment,Powerhead Games
Zero Divide,PS,1995,Fighting,Ocean,
FIFA Street,GC,2005,Sports,Electronic Arts,
Tsugunai: Atonement,PS2,2001,Role-Playing,Sony Computer Entertainment,Cattle Call
Rugby World Cup 2015,PS4,2015,Sports,Ubisoft,HB Studios Multimedia
Real Soccer 2009,DS,2008,Sports,Ubisoft,Ubisoft
Lost Kingdoms II,GC,2003,Role-Playing,Activision,From Software
Aggressive Inline,GC,2002,Sports,Acclaim Entertainment,"Z-Axis, Ltd."
Viewtiful Joe: Red Hot Rumble,GC,2005,Action,Capcom,Clover Studio
ZombiU,PS4,2016,Action,Ubisoft,
Blade Dancer: Lineage of Light,PSP,2006,Role-Playing,Atari,Hit Maker
Hakuoki: Stories of the Shinsengumi,PS3,2010,Adventure,Idea Factory,Design Factory
X-Men: Destiny,DS,2011,Action,Activision,Silicon Knights
Kaite Shabette Hajimeyou! Monster Farm DS,DS,2007,Role-Playing,Tecmo Koei,
Rugby World Cup 2015,PS3,2015,Sports,Ubisoft,HB Studios Multimedia
The Sims 2: University,PC,2005,Simulation,Electronic Arts,Maxis
Pheasants Forever Wingshooter,Wii,2010,Shooter,Unknown,High Voltage Software
Generation of Chaos,PSP,2005,Role-Playing,Midas Interactive Entertainment,Idea Factory
Pro Yaky? Spirits 2012,PSV,2012,Sports,Konami Digital Entertainment,
SD Gundam G Generation Wars,Wii,2009,Strategy,Namco Bandai Games,
Broken Sword II: The Smoking Mirror,PS,1997,Adventure,Sony Computer Entertainment,
Pump It Up: Exceed,PS2,2005,Misc,Mastiff,Andamiro U.S.A. Corp.
World Championship Athletics,Wii,2009,Sports,DTP Entertainment,Crave
Hakuouki: Yuugi Roku Ni - Matsuri Hayashi to Taishitachi,PSP,2012,Action,Idea Factory,
Tokyo Twilight Ghost Hunters,PS3,2014,Role-Playing,Aksys Games,TOYBOX
Wreckless: ThE YaKuza MisSiOns,GC,2002,Racing,Activision,Stealth Studios
MotorStorm RC,PSV,2012,Racing,Sony Computer Entertainment,Evolution Studios
"Hisshou Pachinko*Pachi-Slot Kouryaku Series Vol. 11: Shinseiki Evangelion - Magokoro o, Kimi ni",PS2,2007,Misc,D3Publisher,
