name,na_sales,eu_sales,jp_sales,other_sales,global_sales,critic_score,critic_count,user_score,user_count,rating
Little Busters! Converted Edition,0.0,0.0,0.04,0.0,0.04,,,,,
Unison: Rebels of Rhythm & Dance,0.02,0.02,0.0,0.01,0.04,,,,,
Tennis no Oji-Sama: DokiDoki Survival - Umibe no Secret,0.0,0.0,0.04,0.0,0.04,,,,,
WTF: Work Time Fun,0.04,0.0,0.0,0.0,0.04,,,,,
The Sims Deluxe,0.01,0.02,0.0,0.01,0.04,92,6,8.2,77,T
Fashion Week Jr. Designer,0.04,0.0,0.0,0.0,0.04,,,tbd,,E
B.L.U.E.: Legend of Water,0.0,0.0,0.04,0.0,0.04,,,,,
Dark Half,0.0,0.0,0.04,0.0,0.04,,,,,
Horses 3D,0.04,0.0,0.0,0.0,0.04,,,6.3,4,E
LEGO Indiana Jones: The Original Adventures,0.02,0.02,0.0,0.0,0.04,78,14,7.7,35,E10+
Bullet Girls 2,0.0,0.0,0.04,0.0,0.04,,,,,
The Sims 2: Pets,0.01,0.02,0.0,0.01,0.04,76,23,7.7,40,T
Deadliest Warrior: Ancient Combat,0.04,0.0,0.0,0.0,0.04,37,5,6.3,4,M
Zoo Quest: Puzzle Fun!,0.04,0.0,0.0,0.0,0.04,,,,,
Civilization Beyond Earth: Rising Tide,0.0,0.04,0.0,0.0,0.04,,,,,
Hayate no Gotoku! Ojousama Produce Daisakusen Boku Iro ni Somare! Gakkou-Hen,0.0,0.0,0.04,0.0,0.04,,,,,
Nobunaga's Ambition: Sphere of Influence - Sengoku Risshiden,0.0,0.0,0.04,0.0,0.04,,,,,
Shukufuku no Campanella Portable,0.0,0.0,0.04,0.0,0.04,,,,,
The Kore Gang,0.04,0.0,0.0,0.0,0.04,70,10,8.6,7,E10+
National Geographic Challenge!,0.01,0.03,0.0,0.01,0.04,,,,,
Duke Nukem Trilogy: Critical Mass,0.04,0.0,0.0,0.0,0.04,,,,,
Beastly Frantic Foto,0.04,0.0,0.0,0.0,0.04,,,tbd,,E
Chaos;Head - Love Chu*Chu!,0.0,0.0,0.04,0.0,0.04,,,,,
Yourself Fitness,0.02,0.02,0.0,0.01,0.04,,,,,
Rugby Challenge 3,0.0,0.04,0.0,0.01,0.04,64,4,6.8,12,E
Dungeon Raiders,0.04,0.0,0.0,0.0,0.04,,,tbd,,E10+
Romance of the Three Kingdoms 13,0.0,0.0,0.04,0.0,0.04,,,,,
Blood Bowl,0.02,0.02,0.0,0.0,0.04,72,34,6.5,57,T
Port Royale 2,0.0,0.03,0.0,0.01,0.04,75,20,7.7,40,T
Star Trek: Shattered Universe,0.03,0.01,0.0,0.0,0.04,41,21,4,10,E
Company of Heroes: Tales of Valor,0.0,0.03,0.0,0.01,0.04,70,42,7.2,204,M
12Riven: The Psi-Climinal of Integral,0.0,0.0,0.04,0.0,0.04,,,,,
Battle Spirits: Digital Starter,0.0,0.0,0.04,0.0,0.04,,,,,
Farm Frenzy 3,0.0,0.03,0.0,0.01,0.04,,,tbd,,E
Guilty Gear XX Accent Core,0.03,0.0,0.0,0.0,0.04,75,15,8.4,19,T
Lionel Trains: On Track,0.04,0.0,0.0,0.0,0.04,47,4,tbd,,E
WarJetz,0.02,0.02,0.0,0.01,0.04,59,9,5.5,4,T
Breeding Stud 2,0.0,0.0,0.04,0.0,0.04,,,,,
Banushi Life Game: Winner's Circle,0.0,0.0,0.04,0.0,0.04,,,,,
Stellaris,0.0,0.04,0.0,0.0,0.04,78,57,8,569,
Gakuen Hetalia Portable,0.0,0.0,0.04,0.0,0.04,,,,,
Catwoman,0.03,0.01,0.0,0.0,0.04,61,7,tbd,,T
Devil May Cry 4,0.01,0.02,0.0,0.01,0.04,78,21,8.5,353,M
Chibi Maruko-Chan DS: Maru-Chan no Machi,0.0,0.0,0.04,0.0,0.04,,,,,
Capcom Fighting Evolution,0.03,0.01,0.0,0.0,0.04,61,20,tbd,,T
Gray Matter,0.0,0.04,0.0,0.0,0.04,,,,,
Call of Duty: Modern Warfare Trilogy,0.02,0.02,0.0,0.0,0.04,,,tbd,,M
Riding Stables: The Whitakers present Milton and Friends,0.0,0.04,0.0,0.0,0.04,,,,,
World Poker Tour,0.04,0.0,0.0,0.0,0.04,68,14,tbd,,T
Barnyard,0.04,0.0,0.0,0.0,0.04,65,15,5.7,7,E10+
Paws & Claws: Regal Resort,0.04,0.0,0.0,0.0,0.04,,,,,
Mazes of Fate DS,0.04,0.0,0.0,0.0,0.04,,,tbd,,T
Novastorm,0.02,0.02,0.0,0.0,0.04,,,,,
Shiren the Wanderer 4 - God's Eye and the Demon's Navel,0.0,0.0,0.04,0.0,0.04,,,,,
PopCap Arcade Vol 1,0.04,0.0,0.0,0.0,0.04,,,tbd,,E
Test Drive: Ferrari Legends,0.04,0.0,0.0,0.01,0.04,62,19,4.9,22,E
Heroes of Might and Magic V,0.0,0.03,0.0,0.01,0.04,77,41,7.9,349,T
Dead Ball Zone,0.02,0.02,0.0,0.0,0.04,,,,,
NBA in the Zone 2000,0.04,0.0,0.0,0.0,0.04,,,,,
Winning Post World 2010,0.0,0.0,0.04,0.0,0.04,,,,,
NBA In The Zone '99,0.04,0.0,0.0,0.0,0.04,,,,,
Do-Konjou Shougakussei: Bon Bita - Hadaka no Choujou Ketsusen!! Bita vs. Dokuro Dei!,0.0,0.0,0.04,0.0,0.04,,,,,
World Series Baseball,0.0,0.0,0.04,0.0,0.04,,,,,
Haunted Casino,0.0,0.0,0.04,0.0,0.04,,,,,
Metal Gear Solid: Digital Graphic Novel,0.02,0.0,0.02,0.0,0.04,78,22,7.2,21,M
Ou to Maou to 7-nin no Himegimitachi: Shin Ousama Monogatari,0.0,0.0,0.04,0.0,0.04,,,,,
Aeon Flux,0.02,0.02,0.0,0.01,0.04,66,19,5.8,9,T
MLB 2K12 / NBA 2K12 Combo Pack,0.04,0.0,0.0,0.0,0.04,,,,,
Age of Mythology: The Titans,0.02,0.02,0.0,0.0,0.04,84,25,8.7,119,T
Chicken Blaster,0.04,0.0,0.0,0.0,0.04,,,tbd,,E10+
S.Y.K Renshouden Portable,0.0,0.0,0.04,0.0,0.04,,,,,
Psycho-Pass: Mandatory Happiness,0.03,0.0,0.0,0.01,0.04,72,26,8.3,19,T
Arctic Tale,0.04,0.0,0.0,0.0,0.04,,,tbd,,E
Virtua Tennis 4,0.0,0.03,0.0,0.01,0.04,66,5,7.3,43,E
Metal Max Returns,0.0,0.0,0.04,0.0,0.04,,,,,
Shattered Union,0.03,0.01,0.0,0.0,0.04,66,17,6.9,7,T
GRID,0.0,0.03,0.0,0.01,0.04,87,25,7.9,463,E
Monster High: New Ghoul in School,0.0,0.03,0.0,0.01,0.04,,,tbd,,E
Hanaoni: Yume no Tsudzuki,0.0,0.0,0.04,0.0,0.04,,,,,
Mat Hoffman's Pro BMX 2,0.03,0.01,0.0,0.0,0.04,70,12,tbd,,T
Deadliest Warrior: Ancient Combat,0.04,0.0,0.0,0.0,0.04,,,tbd,,M
Unchained Blades ,0.0,0.0,0.04,0.0,0.04,65,8,7.8,16,T
Terraria,0.0,0.04,0.0,0.0,0.04,84,5,7.7,29,T
Dolly Kanon Dokidoki Tokimeki Himitsu no Ongaku Katsudou Start Desu!!,0.0,0.0,0.04,0.0,0.04,,,,,
Company of Heroes: Opposing Fronts,0.01,0.03,0.0,0.01,0.04,87,36,8.6,235,M
Gal*Gun,0.0,0.0,0.04,0.0,0.04,,,,,
Black & White,0.0,0.04,0.0,0.0,0.04,,,,,
NHL Hitz Pro,0.03,0.01,0.0,0.0,0.04,81,15,7.8,5,E
Ookami Kakushi,0.0,0.0,0.04,0.0,0.04,,,,,
 Haikyu!! Cross Team Match!,0.0,0.0,0.04,0.0,0.04,,,,,
Gormiti: The Lords of Nature!,0.03,0.0,0.0,0.0,0.04,,,,,
North American Hunting Extravaganza 2,0.03,0.0,0.0,0.0,0.04,,,,,
Zen-Nippon GT Senshuken,0.0,0.0,0.04,0.0,0.04,,,,,
Monaco Grand Prix,0.03,0.01,0.0,0.0,0.04,,,,,
Worms Armageddon,0.03,0.01,0.0,0.0,0.04,,,,,
Rally Challenge 2000,0.03,0.01,0.0,0.0,0.04,,,,,
Looney Tunes Duck Dodgers Starring: Daffy Duck,0.03,0.01,0.0,0.0,0.04,,,,,
PD Ultraman Battle Collection 64,0.0,0.0,0.04,0.0,0.04,,,,,
Deadly Arts,0.03,0.01,0.0,0.0,0.04,,,,,
Superman: Countdown to Apokolips,0.03,0.01,0.0,0.0,0.04,47,5,5.7,6,E
Sengoku Musou 3 Z Special,0.0,0.0,0.04,0.0,0.04,,,,,
Kikou Heidan J-Phoenix 2,0.0,0.0,0.04,0.0,0.04,,,,,
Ben 10 Galactic Racing,0.02,0.01,0.0,0.01,0.04,,,3.8,8,E
Dragon's Lair 3D: Return to the Lair,0.03,0.01,0.0,0.0,0.04,,,,,
Harukanaru Toki no Naka de 5,0.0,0.0,0.04,0.0,0.04,,,,,
Worms 4: Mayhem,0.03,0.01,0.0,0.0,0.04,69,27,9.2,6,T
Winning Post 7 2012,0.0,0.0,0.04,0.0,0.04,,,,,
Rise of Nations,0.01,0.02,0.0,0.01,0.04,89,30,9,274,T
Who Wants to Be a Millionaire: 3rd Edition,0.04,0.0,0.0,0.0,0.04,,,tbd,,E
Point Blank 2,0.02,0.02,0.0,0.0,0.04,,,,,
Saru! Get You! Pipo Saru Senki,0.0,0.0,0.04,0.0,0.04,,,,,
Men of War: Vietnam,0.0,0.03,0.0,0.01,0.04,68,19,4.9,35,T
J.League Pro Soccer Club o Tsukurou! 8 Euro Plus,0.0,0.0,0.04,0.0,0.04,,,,,
Imperial Glory,0.0,0.04,0.0,0.0,0.04,69,28,8.4,73,T
Hakuouki: Reimeiroku Portable,0.0,0.0,0.04,0.0,0.04,,,,,
Sega Ages 2500 Series Vol. 33: Fantasy Zone Complete Collection,0.0,0.0,0.04,0.0,0.04,,,,,
Antz Extreme Racing,0.02,0.02,0.0,0.01,0.04,31,5,5,8,E
Motto TOEIC Test DS Training,0.0,0.0,0.04,0.0,0.04,,,,,
Super Robot Gakuen,0.0,0.0,0.04,0.0,0.04,,,,,
Atelier Iris 3: Grand Phantasm (JP Sales),0.0,0.0,0.04,0.0,0.04,,,,,
Ape Escape,0.0,0.03,0.0,0.01,0.04,,,,,
Jojo's Fashion Show: Design in a Dash!,0.04,0.0,0.0,0.0,0.04,,,,,
Mike Tyson Boxing,0.03,0.01,0.0,0.0,0.04,44,8,tbd,,E
The Legend of Heroes: Trails in the Sky First Chapter,0.0,0.0,0.04,0.0,0.04,,,,,
Go Diego Go!: Safari Rescue,0.02,0.02,0.0,0.01,0.04,,,,,
System 3 presents Ferrari Challenge Trofeo Pirelli,0.03,0.0,0.0,0.0,0.04,,,,,
Samurai Warriors 2: Empires,0.03,0.0,0.01,0.0,0.04,53,29,8.5,13,T
Metal Slug XX,0.03,0.0,0.0,0.0,0.04,67,22,6.1,9,T
Clannad,0.0,0.0,0.04,0.0,0.04,,,,,
Patrician IV,0.03,0.0,0.0,0.0,0.04,66,18,6.4,34,E
Katekyoo Hitman Reborn! Battle Arena 2 - Spirits Burst,0.0,0.0,0.04,0.0,0.04,,,,,
Fisherman's Challenge,0.02,0.02,0.0,0.01,0.04,67,7,7.5,4,E
Mission: Impossible - Operation Surma,0.03,0.01,0.0,0.0,0.04,42,16,tbd,,T
Akko ni Omakase! Brain Shock,0.0,0.0,0.04,0.0,0.04,,,,,
Platinum Sudoku,0.03,0.01,0.0,0.0,0.04,,,tbd,,E
Resident Evil: Revelations,0.0,0.04,0.0,0.0,0.04,77,12,7,342,M
King of Fighters: Maximum Impact Regulation A,0.0,0.0,0.04,0.0,0.04,,,,,
Date A Live: Rine Utopia,0.0,0.0,0.04,0.0,0.04,,,,,
Durarara!! 3way Standoff: Alley,0.0,0.0,0.04,0.0,0.04,,,,,
Gummy Bears Mini Golf,0.04,0.0,0.0,0.0,0.04,,,,,
The Da Vinci Code,0.03,0.01,0.0,0.0,0.04,52,34,2.8,5,T
Monster Band,0.04,0.0,0.0,0.0,0.04,,,tbd,,E
Famicom Mini: Clu Clu Land,0.0,0.0,0.04,0.0,0.04,,,,,
Super Black Bass Fishing,0.04,0.0,0.0,0.0,0.04,35,6,tbd,,E
Sacred Blaze,0.0,0.0,0.04,0.0,0.04,,,,,
Painkiller: Hell & Damnation,0.02,0.01,0.0,0.01,0.04,,,,,
Rollin' Rascals,0.04,0.0,0.0,0.0,0.04,,,tbd,,E
Haneru no Tobira DS: Tanshuku Tetsudou no Yoru,0.0,0.0,0.04,0.0,0.04,,,,,
Pure Pinball,0.03,0.01,0.0,0.0,0.04,68,11,8.5,6,E
Thoroughbred Breeder II Plus,0.0,0.0,0.04,0.0,0.04,,,,,
Hanaoni: Koisomeru Koku - Eikyuu no Shirushi,0.0,0.0,0.04,0.0,0.04,,,,,
Zac to Ombra: Maboroshi no Yuuenchi,0.0,0.0,0.04,0.0,0.04,,,,,
Shadow of the Colossus,0.0,0.0,0.04,0.0,0.04,,,8.4,72,T
Phantom Breaker,0.02,0.0,0.02,0.0,0.04,,,,,T
Daikaijuu Battle: Ultra Coliseum DX - Ultra Senshi Daishuuketsu,0.0,0.0,0.04,0.0,0.04,,,,,
BlazBlue: Chrono Phantasma Extend,0.0,0.0,0.04,0.0,0.04,,,8.3,10,T
Valhalla Knights 2: Battle Stance,0.0,0.0,0.04,0.0,0.04,,,tbd,,E10+
Yuki Yuna is a Hero: Memory of the Forest,0.0,0.0,0.04,0.0,0.04,,,,,
99 no Namida,0.0,0.0,0.04,0.0,0.04,,,,,
Cyber Troopers Virtual-On Marz,0.02,0.01,0.0,0.0,0.04,,,,,
Ookami to Koushinryou: Boku to Horo no Ichinen,0.0,0.0,0.04,0.0,0.04,,,,,
Clannad,0.0,0.0,0.04,0.0,0.04,,,,,
Headhunter: Redemption,0.02,0.01,0.0,0.0,0.04,62,29,6.7,7,M
Stuntman,0.03,0.01,0.0,0.0,0.04,77,8,tbd,,E
The Chase: Felix Meets Felicity,0.04,0.0,0.0,0.0,0.04,59,9,tbd,,E
Time Travelers,0.0,0.0,0.04,0.0,0.04,,,,,
WSC Real 11: World Snooker Championship,0.0,0.03,0.0,0.0,0.04,,,,,
Dead Rising,0.02,0.0,0.01,0.01,0.04,78,6,6.6,30,M
Luxor: Pharaoh's Challenge,0.01,0.02,0.0,0.0,0.04,,,tbd,,E
Grand Theft Auto: Vice City,0.0,0.03,0.0,0.01,0.04,94,30,8.8,1520,M
Doraemon: Shin Nobita no Nihon Tanjou,0.0,0.0,0.04,0.0,0.04,,,,,
Syndicate Wars,0.02,0.01,0.0,0.0,0.04,,,,,
Sonic PC Collection,0.0,0.04,0.0,0.0,0.04,,,,,
Surf's Up,0.03,0.0,0.0,0.0,0.04,59,8,5.1,7,E10+
DuckTales: Remastered,0.03,0.0,0.0,0.0,0.04,,,,,
Draglade (JP sales),0.0,0.0,0.04,0.0,0.04,,,,,
Herc's Adventures,0.02,0.01,0.0,0.0,0.04,,,,,
Tiger Woods PGA Tour Golf,0.03,0.01,0.0,0.0,0.04,,,tbd,,E
SWAT: Target Liberty,0.03,0.0,0.0,0.0,0.04,50,26,7.7,9,T
Twin Strike: Operation Thunder,0.04,0.0,0.0,0.0,0.04,50,7,8.3,6,E10+
CSI: Fatal Conspiracy,0.0,0.03,0.0,0.01,0.04,47,5,5.5,6,M
Bomberman: Act Zero,0.04,0.0,0.0,0.0,0.04,34,41,2.2,42,T
All Points Bulletin,0.0,0.03,0.0,0.01,0.04,,,,,
Empire Earth III,0.0,0.03,0.0,0.01,0.04,50,40,2.8,53,T
Astro Boy: The Video Game,0.04,0.0,0.0,0.0,0.04,60,6,tbd,,E10+
The Sims 4: Spa Day,0.0,0.04,0.0,0.0,0.04,,,7.6,26,T
Hannspree Ten Kate Honda: SBK Superbike World Championship,0.03,0.0,0.0,0.0,0.04,,,tbd,,E10+
Game of Thrones (Telltale),0.02,0.02,0.0,0.01,0.04,,,,,
Resident Evil: Operation Raccoon City,0.0,0.03,0.0,0.01,0.04,48,8,3.8,188,M
Hyperdimension Neptunia Victory II,0.0,0.0,0.04,0.0,0.04,,,,,
Free Running,0.02,0.02,0.0,0.0,0.04,,,tbd,,T
Tsurugi no Machi no Ihoujin: Kuro no Kyuuden,0.0,0.0,0.04,0.0,0.04,,,,,
Dreamfall: The Longest Journey,0.03,0.01,0.0,0.0,0.04,73,42,8.8,24,M
Tokimeki Mahjong Paradise: Koi no Tenpai Beat,0.0,0.0,0.04,0.0,0.04,,,,,
Blue Roses: Yousei to Aoi Hitomi no Senshitachi,0.0,0.0,0.04,0.0,0.04,,,,,
Kidou Gekidan Haro Ichiza Gundam Mahjong DS: Oyaji nimo Agarareta koto nai noni!,0.0,0.0,0.04,0.0,0.04,,,,,
Zatch Bell! Mamodo Fury,0.03,0.01,0.0,0.0,0.04,,,,,
JASF: Jane's Advanced Strike Fighters,0.02,0.01,0.0,0.0,0.04,48,4,3.1,14,T
SpongeBob: HeroPants,0.03,0.0,0.0,0.0,0.04,,,tbd,,E
Dora's Big Birthday Adventure,0.02,0.01,0.0,0.0,0.04,,,tbd,,E
PopStar Guitar,0.02,0.01,0.0,0.0,0.04,,,tbd,,T
NHL Blades of Steel 2000,0.02,0.01,0.0,0.0,0.04,,,,,
Outlaw Volleyball Remixed,0.02,0.01,0.0,0.0,0.04,57,9,tbd,,M
Corpse Party: Blood Covered - Repeated Fear,0.0,0.0,0.04,0.0,0.04,,,,,
The Adventures of Darwin,0.01,0.0,0.03,0.0,0.04,53,10,tbd,,E10+
Berserk and the Band of the Hawk,0.0,0.0,0.04,0.0,0.04,,,,,
Just Sing! Vol. 2,0.0,0.03,0.0,0.0,0.04,,,,,
Klonoa Heroes: Densetsu no Star Medal,0.0,0.0,0.04,0.0,0.04,,,,,
Pajama Sam: You are What You Eat From Your Head to Your Feet,0.02,0.01,0.0,0.0,0.04,,,,,
Metal Gear Solid V: The Definitive Experience,0.01,0.02,0.01,0.0,0.04,,,7.8,11,M
Jewel Quest Mysteries 2: Trail of the Midnight Heart,0.0,0.03,0.0,0.0,0.04,,,,,
Brothers In Arms DS,0.03,0.0,0.0,0.0,0.04,72,27,8,25,T
Gal Gun: Double Peace,0.0,0.02,0.01,0.01,0.04,,,8.1,10,M
Warhammer: Dark Omen,0.02,0.01,0.0,0.0,0.04,,,,,
Denki Blocks!,0.03,0.01,0.0,0.0,0.04,,,,,
Mobile Suit Gundam: Mokuba no Kiseki,0.0,0.0,0.04,0.0,0.04,,,,,
Off-Road Drive,0.0,0.03,0.0,0.0,0.04,60,10,6.4,17,
A Ressha de Ikou DS,0.0,0.0,0.04,0.0,0.04,,,,,
Harukanaru Toki no Naka de 4: Aizouban,0.0,0.0,0.04,0.0,0.04,,,,,
Ballistic,0.02,0.01,0.0,0.0,0.04,,,,,
Colin McRae Rally 3,0.03,0.01,0.0,0.0,0.04,86,25,7.4,14,E
City Builder,0.04,0.0,0.0,0.0,0.04,,,tbd,,E
Don Bradman Cricket 14,0.0,0.04,0.0,0.0,0.04,,,,,
Sega Rally 2006,0.0,0.0,0.04,0.0,0.04,,,,,
TMNT,0.03,0.01,0.0,0.0,0.04,42,10,2.2,5,E10+
Gundam Battle Online,0.0,0.0,0.04,0.0,0.04,,,,,
Shonen Jump's One Piece: Grand Adventure,0.03,0.01,0.0,0.0,0.04,,,,,
NatGeo Challenge! Wild Life,0.03,0.0,0.0,0.0,0.04,,,,,
Holly Hobbie & Friends,0.04,0.0,0.0,0.0,0.04,,,,,
Stolen,0.02,0.01,0.0,0.0,0.04,51,16,7.4,16,T
Glacier2,0.04,0.0,0.0,0.0,0.04,,,,,
Gitaroo Man Lives!,0.03,0.0,0.0,0.0,0.04,,,,,
Stoked: Big Air Edition,0.02,0.02,0.0,0.0,0.04,72,21,7.7,16,T
Heathcliff! Frantic Foto,0.04,0.0,0.0,0.0,0.04,,,,,
Memories Off 6: T-Wave,0.0,0.0,0.04,0.0,0.04,,,,,
LEGO Jurassic World,0.0,0.04,0.0,0.0,0.04,72,8,7.1,31,E10+
Pro Race Driver,0.03,0.01,0.0,0.0,0.04,80,17,7.5,4,T
Famicom Remix Best Choice,0.0,0.0,0.04,0.0,0.04,,,,,
Ide Yosuke no Mahjong Kazoku,0.0,0.0,0.04,0.0,0.04,,,,,
Jig-A-Pix: Pets,0.03,0.0,0.0,0.0,0.04,,,tbd,,E
R-Type Command (correct US sales),0.04,0.0,0.0,0.0,0.04,,,,,
Quiz Mobile Gundam: Toi Senshi DX,0.0,0.0,0.04,0.0,0.04,,,,,
E.T. The Extra-Terrestrial: Interplanetary Mission,0.02,0.01,0.0,0.0,0.04,,,,,
Story Hour: Fairy Tales,0.04,0.0,0.0,0.0,0.04,,,tbd,,E
The Movies,0.01,0.03,0.0,0.01,0.04,84,62,8.3,131,T
Countdown Vampires,0.02,0.01,0.0,0.0,0.04,41,6,tbd,,M
Dynasty Warriors Vol. 2 (JP sales),0.0,0.0,0.04,0.0,0.04,,,,,
Crypt Killer,0.02,0.01,0.0,0.0,0.04,,,,,
Tokumei Sentai Go-Busters,0.0,0.0,0.04,0.0,0.04,,,,,
Dramatic Soccer Game: Nippon Daihyou Senshu Ninarou!,0.0,0.0,0.04,0.0,0.04,,,,,
The Idolm@ster: Must Songs - Red Board / Blue Board,0.0,0.0,0.04,0.0,0.04,,,,,
FIFA World Cup Germany 2006,0.03,0.0,0.0,0.0,0.04,71,7,7.2,6,E
Train Simulator 2016,0.0,0.04,0.0,0.0,0.04,,,4,8,E
PO'ed,0.02,0.01,0.0,0.0,0.04,,,,,
Battle Hunter,0.02,0.01,0.0,0.0,0.04,,,,,
Wicked Monster Blast!,0.03,0.0,0.0,0.0,0.04,,,,,
Adidas Power Soccer,0.02,0.01,0.0,0.0,0.04,,,,,
Supreme Commander: Forged Alliance,0.01,0.02,0.0,0.0,0.04,81,35,8.9,219,E10+
Darklight Conflict,0.02,0.01,0.0,0.0,0.04,,,,,
Shin Hayarigami,0.0,0.0,0.04,0.0,0.04,,,,,
Warriors Orochi 3,0.01,0.03,0.0,0.0,0.04,,,,,
Dragon Ball: Advanced Adventure,0.03,0.01,0.0,0.0,0.04,75,7,8.5,11,E10+
Art of Fighting 3: The Path of the Warrior,0.0,0.0,0.04,0.0,0.04,,,,,
I'm A Celebrity: Get Me Out of Here!,0.0,0.04,0.0,0.0,0.04,,,,,
The Ripping Friends,0.03,0.01,0.0,0.0,0.04,38,12,tbd,,E
Konami Arcade Classics,0.02,0.01,0.0,0.0,0.04,,,,,
Hunter x Hunter: Wonder Adventure,0.0,0.0,0.04,0.0,0.04,,,,,
Lost Planet 3,0.0,0.04,0.0,0.0,0.04,61,17,6.2,210,T
Super Army War,0.03,0.01,0.0,0.0,0.04,58,8,tbd,,T
Ao no Exorcist: Genkoku no Labyrinth,0.0,0.0,0.04,0.0,0.04,,,,,
Echo Night Beyond,0.02,0.01,0.0,0.0,0.04,60,22,8.8,8,T
Meteos: Disney Magic,0.01,0.02,0.0,0.0,0.04,74,36,6.6,5,E
Minna no Chizu,0.0,0.0,0.04,0.0,0.04,,,,,
Doom II: Hell on Earth,0.03,0.01,0.0,0.0,0.04,,,,,
Taikou Risshiden V,0.0,0.0,0.04,0.0,0.04,,,,,
Jikkyou Powerful Major League,0.0,0.0,0.04,0.0,0.04,,,,,
NASCAR Heat Evolution,0.03,0.0,0.0,0.0,0.04,,,1.6,10,E
Suzumiya Haruhi no Tsuisou,0.0,0.0,0.04,0.0,0.04,,,,,
Beyblade Evolution,0.02,0.01,0.0,0.0,0.04,49,7,6.3,4,E
Ar Nosurge: Ode to an Unborn Star,0.0,0.0,0.04,0.0,0.04,,,,,
Evolution Skateboarding,0.03,0.01,0.0,0.0,0.04,44,5,tbd,,T
Castlevania: Lords of Shadow 2,0.01,0.03,0.0,0.0,0.04,58,16,7.7,498,M
Greg Hastings' Tournament Paintball Max'd,0.03,0.0,0.0,0.0,0.04,39,4,7.4,10,E10+
Jikkyou World Soccer 2002,0.0,0.0,0.04,0.0,0.04,,,,,
Sleepover Party,0.03,0.0,0.0,0.0,0.04,,,,,
Halo: Combat Evolved,0.02,0.02,0.0,0.0,0.04,83,40,7.4,396,M
Tenshou Gakuen Gekkouroku,0.0,0.0,0.04,0.0,0.04,,,,,
Exist Archive: The Other Side of the Sky,0.01,0.0,0.03,0.0,0.04,69,13,7.9,16,T
Ski-Doo Snowmobile Challenge,0.03,0.0,0.0,0.0,0.04,,,tbd,,E
Little Red Riding Hood's Zombie BBQ,0.03,0.0,0.0,0.0,0.04,68,15,7.3,8,T
Aquanaut's Holiday: Kakusareta Kiroku,0.0,0.0,0.04,0.0,0.04,,,,,
Ragnarok Odyssey,0.03,0.0,0.0,0.01,0.04,,,,,
Texas Hold 'Em Poker DS,0.03,0.0,0.0,0.0,0.04,,,tbd,,E
Big Mutha Truckers,0.03,0.01,0.0,0.0,0.04,,,,,
Magical Starsign (JP sales),0.0,0.0,0.04,0.0,0.04,,,,,
Assassin's Creed Chronicles: China,0.0,0.03,0.0,0.01,0.04,69,44,6.4,83,T
DT Carnage,0.03,0.0,0.0,0.0,0.04,,,tbd,,E10+
Worms: Ultimate Mayhem,0.0,0.03,0.0,0.0,0.04,66,4,7.8,48,E10+
Rugby 08,0.02,0.01,0.0,0.0,0.04,74,21,7.4,25,E
GoPets: Vacation Island,0.03,0.0,0.0,0.0,0.04,,,tbd,,E
Pia Carrot e Youkoso!! 2.5,0.0,0.0,0.04,0.0,0.04,,,,,
Caesar IV,0.0,0.03,0.0,0.01,0.04,74,32,7.6,43,E10+
Sherlock Holmes: Secret of The Silver Earring,0.0,0.03,0.0,0.0,0.04,,,,,
Ferrari Challenge Trofeo Pirelli,0.0,0.03,0.0,0.01,0.04,71,37,6.2,26,E
Cy Girls,0.02,0.01,0.0,0.0,0.04,53,28,8.8,4,M
Ray Gigant,0.0,0.0,0.04,0.0,0.04,72,14,8.1,25,T
APB Reloaded,0.02,0.01,0.0,0.0,0.04,56,12,5.7,269,M
The Sum of All Fears,0.03,0.01,0.0,0.0,0.04,69,8,tbd,,T
Da Capo I & II Plus Situation Portable,0.0,0.0,0.04,0.0,0.04,,,,,
Winning Post 8 ,0.0,0.0,0.04,0.0,0.04,,,,,
Hisshou Pachinko*Pachi-Slot Kouryaku Series DS Vol. 5: Shinseiki Evangelion - Tamashii no Kiseki,0.0,0.0,0.04,0.0,0.04,,,,,
Bubble Bobble Double Shot,0.03,0.0,0.0,0.0,0.04,50,12,4.8,4,E
Bionicle Heroes,0.03,0.0,0.0,0.0,0.04,52,7,5.8,5,E10+
Harry Potter and the Order of the Phoenix,0.0,0.03,0.0,0.0,0.04,63,11,7.1,34,E10+
Minority Report: Everybody Runs,0.03,0.01,0.0,0.0,0.04,54,8,tbd,,T
Monster Hunter Frontier Online: Season 9.0,0.0,0.0,0.04,0.0,0.04,,,,,
C.O.R.E.,0.03,0.0,0.0,0.0,0.04,44,16,6.9,19,M
Garfield: The Search for Pooky,0.03,0.01,0.0,0.0,0.04,,,,,
Galaxy Fight,0.0,0.0,0.04,0.0,0.04,,,,,
Super Hero Generation,0.0,0.0,0.04,0.0,0.04,,,,,
Chaos Wars,0.0,0.0,0.04,0.0,0.04,64,9,6.9,9,T
Steambot Chronicles,0.02,0.01,0.0,0.0,0.04,74,35,8.2,17,T
Mr. Driller,0.02,0.01,0.0,0.0,0.04,,,,,
Toki no Kizuna: Sekigahara Kitan,0.0,0.0,0.04,0.0,0.04,,,,,
Norn9: Norn + Nonette,0.0,0.0,0.04,0.0,0.04,,,,,
